,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
2703,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
2705,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
2704,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
2703,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
2702,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
2701,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
2700,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
2699,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
2698,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
2697,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
2696,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
4969,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
5008,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
5007,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
5006,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
4970,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
5004,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
2702,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
2701,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
2700,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
2699,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
2698,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
5005,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
2696,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
2695,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
5000,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
2697,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
5003,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
5001,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
5002,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
3300,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
3299,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
3298,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
3297,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
3296,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
3295,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
3294,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
3293,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
3292,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
6098,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
5492,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
6090,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
6091,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
6092,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
6093,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
6094,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
6096,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
6099,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
6097,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
6095,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
5493,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
6044,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
3298,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
3297,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
3296,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
3295,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
3294,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
3293,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
3292,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
3299,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
3291,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
5500,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
5499,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
5498,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
5497,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
5496,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
5495,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
5494,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
5501,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
3300,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
3301,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
6046,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
6052,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
6051,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
6050,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
6049,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
6048,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
6047,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
6045,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
6053,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
2909,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2016,8.5355607176395,,,,,1727.0,20233.0,,,Not compared,Not compared,20160000,,,2016-01-01
2910,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2016,13.2712215320911,,,,,1923.0,14490.0,,,Not compared,Not compared,20160000,,,2016-01-01
2911,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2016,12.2253172392448,,,,,2765.0,22617.0,,,Not compared,Not compared,20160000,,,2016-01-01
2912,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2016,11.3236225459151,,,,,1788.0,15790.0,,,Not compared,Not compared,20160000,,,2016-01-01
2913,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2016,11.0244097639056,,,,,1653.0,14994.0,,,Not compared,Not compared,20160000,,,2016-01-01
2915,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2016,9.26407906152163,,,,,2456.0,26511.0,,,Not compared,Not compared,20160000,,,2016-01-01
2916,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2016,11.2584407612032,,,,,1834.0,16290.0,,,Not compared,Not compared,20160000,,,2016-01-01
2917,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2016,8.10035468391404,,,,,1553.0,19172.0,,,Not compared,Not compared,20160000,,,2016-01-01
2918,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2016,9.1620953896403,,,,,2188.0,23881.0,,,Not compared,Not compared,20160000,,,2016-01-01
2914,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2016,10.384710539337,,,,,1679.0,16168.0,,,Not compared,Not compared,20160000,,,2016-01-01
6618,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
6620,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
6621,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
6622,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
6619,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
6623,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
6624,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
3519,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
7190,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
7189,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
6617,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
3896,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
6615,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
7188,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
3897,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
3896,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
3895,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
3894,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
3893,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
3892,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
3891,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
3890,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
3889,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
6616,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
7187,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
7181,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
7185,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
7129,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
7128,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
3510,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
7127,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
7126,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
3887,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
7130,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
3888,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
3890,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
