,LatestChangeTimestampOverride,SpecialCases,AlwaysShowSexWithIndicatorName,AlwaysShowAgeWithIndicatorName,Unit,YearType,ValueType,ConfidenceIntervalMethod,IID,Descriptive,Target
93674,2020-10-08T13:11:40,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93674,"{'Name': 'Smoking prevalence in adults (18+) admitted to treatment for substance misuse (NDTMS) - alcohol', 'DataSource': 'The National Drug Treatment Monitoring System (NDTMS), Public Health England'}",
93675,2020-10-08T13:11:40,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93675,"{'Name': 'Smoking prevalence in adults (18+) admitted to treatment for substance misuse (NDTMS) - alcohol & non-opiates', 'DataSource': 'The National Drug Treatment Monitoring System (NDTMS), Public Health England'}",
93691,2020-07-13T10:19:29,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 6, 'Name': 'Calendar rolling year - monthly'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93691,"{'Name': 'Population vaccination coverage - Flu (primary school aged children)', 'DataSource': 'Influenza Immunisation Vaccine Uptake Monitoring Programme\r\nPublic Health England (PHE)'}","{'LowerLimit': 65.0, 'UpperLimit': None, 'BespokeKey': None, 'PolarityId': 1, 'LegendHtml': None, 'UseCIsForLimitComparison': False}"
93697,2021-01-21T15:04:00,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93697,"{'Name': 'Population vaccination coverage – Shingles vaccination coverage (71 years)', 'DataSource': 'Public Health England'}","{'LowerLimit': 50.0, 'UpperLimit': 60.0, 'BespokeKey': None, 'PolarityId': 1, 'LegendHtml': None, 'UseCIsForLimitComparison': False}"
93700,2020-10-26T17:49:37,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93700,"{'Name': 'Children in relative low income families (under 16s)', 'DataSource': 'Department for Work and Pensions / HM Revenue and Customs'}",
93701,2020-10-26T17:49:37,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93701,"{'Name': 'Children in absolute low income families (under 16s)', 'DataSource': 'Department for Work and Pensions / HM Revenue and Customs'}",
93705,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93705,"{'Name': 'CHD008: Last BP reading of patients (<80yrs, with CHD) in last 12mths is <=140/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93706,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93706,"{'Name': 'CHD009: Last BP reading of patients (80+ yrs, with CHD) in last 12mths is <=150/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93707,2020-11-19T13:13:12,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93707,"{'Name': 'STIA010: Last BP reading of patients (<80yrs, with a history of stroke or TIA) in last 12mths is <=140/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93708,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93708,"{'Name': 'STIA011: Last BP reading of patients (80+ yrs, with a history of stroke or TIA) in last 12mths is <=150/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93709,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93709,"{'Name': 'HYP003: Last BP reading of patients (<80yrs, with hypertension), in last 12mths is <=140/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93710,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93710,"{'Name': 'HYP007: Last BP reading of patients (80+ yrs, with hypertension), in last 12mths is <=150/90 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93711,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93711,"{'Name': 'DM019: Last BP in patients with diabetes is <=140/80 (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93712,2020-11-19T13:13:12,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93712,"{'Name': 'DM020: IFCC-HbA1c <=58mmol/mol in patients without frailty (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93713,2020-11-19T13:13:12,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93713,"{'Name': 'DM021: IFCC-HbA1c <=75mmol/mol in patients with frailty (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93714,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93714,"{'Name': 'DM022: Patients with diabetes (40+, no history of CVD) treated with a statin (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
93715,2020-11-19T13:13:11,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",93715,"{'Name': 'DM023: Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
