TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
21.0,DICKENSON ROAD MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
84.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
147.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
55.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
392.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
14.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
42.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
120.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 2mg/ml oral solution sugar free
56.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
112.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
120.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 2mg/ml oral solution sugar free
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
112.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
112.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
35.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
42.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
70.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
532.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
112.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
126.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
28.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galzemic XL 16mg capsules
28.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
280.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 1mg/ml oral solution sugar free
28.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
49.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,MERSEYBANK SURGERY,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
84.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
336.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
84.0,"DR CHIU, KOH AND GAN",CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
308.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
84.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
120.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 2mg/ml oral solution sugar free
100.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
21.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
30.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
21.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
21.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
168.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
30.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Exelon 9.5mg/24hours transdermal patches
84.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
84.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
42.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
84.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
63.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
140.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
252.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201508,Galzemic XL 16mg capsules
70.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
112.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
35.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
200.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
28.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
7.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
308.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
532.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
90.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
35.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
63.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
49.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,THE SINGH MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
60.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
50.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
28.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
84.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
392.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
308.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,CORNBROOK MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg orodispersible tablets sugar free
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
84.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
112.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
150.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
56.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
35.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
112.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
50.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
16.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
84.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
308.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
400.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 20mg/5ml oral solution sugar free
56.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Aricept 10mg tablets
56.0,JOLLY MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
28.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,THE VALLANCE CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
60.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
280.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
224.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
56.0,THE SINGH MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,CORNBROOK MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
168.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
168.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
56.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
14.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,CORNBROOK MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
50.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
30.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 8mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
168.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
112.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
56.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
84.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
84.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
28.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
84.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
84.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
21.0,LONGSIGHT MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
60.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
35.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
84.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
100.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
28.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
60.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
30.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
112.0,AILSA CRAIG MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
224.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
84.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
140.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
2.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
30.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Alzest 4.6mg/24hours transdermal patches
63.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
224.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
60.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
14.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
56.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
14.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 6mg capsules
28.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
